,locations,text
809,Philippines,| Tsunami Information | 2019-01-14 18:49:22 |Details: https://t.co/W1dDIsUydN
810,kochi / dubai,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
811,"Mansa, India",RT @nsitharaman: On #VeteransDay interacted with veterans and their families in Great Nicobar today. Many live in Joginder Nagar here. Whil…
812,"Abuja, Nigeria",RT @john_danfulani: Ado Ekiti fulll Atikulated. This is a more than a movement. It's a Tsunami. https://t.co/FCFwENk51v
813,New York,@GOP @GOPChairwoman Do you see the tide turning? When progressives enthusiastically agree with conservatives like B… https://t.co/ip4EhzPywU
814,Ahgaland,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
815,"Utah, USA","@zelphontheshelf @McconneyMichael In fact, I am reading through the full 2017 audit report now and I see no possibl… https://t.co/1IpYGfG4z2"
816,"New York, USA","I'm wet... 
james buchanan sex 
handjobs site 
panty hot girls 
japan tsunami sex 
modzilla pics sex 
ipod aural se… https://t.co/TmN1Uj2ovx"
817,"New Delhi, India","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
818,"Belagavi, Karnataka 💛❤",RT @ggiittiikkaa: Vivek Oberoi has donated flats to 25 CRPF martyrs; rehabilitated 3000 tsunami-hit families; gifted apartments to acid att…
819,tampa,here’s a cool vid i made for a cool song that you should presave RIGHT NOW
820,"Seoul, Republic of Korea","RT @kissjaebeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: t…"
821,Kuala Lumpur City,"https://t.co/onETKTBbuV

I always say I'm responsible 4 my own actions, not the actions of other people.
If the maj… https://t.co/sh01HyAR3Q"
822,hyolyn + hyoyeon + sunmi + mmm,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
823,India,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
824,India,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
825,हिन्दुस्तान,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
826,"Uttar Pradesh, India","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
827,India,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
828,India,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
829,"New Delhi, India","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
830,"Florida, USA",I unfriended someone recently on Facebook who posted something encouraging those of us who don't consider Trump our… https://t.co/fY6mdSQxPr
831,India,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
832,India,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
833,hawaii,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
834,India,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
835,"Nagpur, Pune, Mumbai,","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
836,भारत,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
837,my name is meg tho uwu,"RT @kissjaebeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: t…"
838,India,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
839,India,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
840,India,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
841,India,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
842,"Mumbai, India","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
843,پاکستان,"RT @BhattiGalSun: tsunami :  T is silent

honest :  H is silent

island :  S is silent

Queue :  ueue is silent

Indian army kills Kashmiri…"
844,Utah,"RT @zelphontheshelf: In 2004, LDS leaders encouraged members to donate to their humanitarian fund to help victims of the tsunami. 

Members…"
845,"Georgia, USA",RT @washingtonpost: Is it possible to resurrect civility amid a tsunami of toxicity? This group is trying. https://t.co/yQylWgU5qQ
846,"Nairobi, Kenya","RT @Zeed1st: 🏄‍♂️Dear Friends

🕺Let's enjoy this Tsunami
🎼Gain f0ll0wers🏃‍♂️

🏂Retweet &amp; like
🍎Follow Me🍏
🙋‍♂️MY follow back💯

❤️Comment IF…"
847,"Port Alfred, South Africa","RT @Zeed1st: 🏄‍♂️Dear Friends

🕺Let's enjoy this Tsunami
🎼Gain f0ll0wers🏃‍♂️

🏂Retweet &amp; like
🍎Follow Me🍏
🙋‍♂️MY follow back💯

❤️Comment IF…"
848,+60,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
849,"Accra, Ghana","RT @Zeed1st: 🏄‍♂️Dear Friends

🕺Let's enjoy this Tsunami
🎼Gain f0ll0wers🏃‍♂️

🏂Retweet &amp; like
🍎Follow Me🍏
🙋‍♂️MY follow back💯

❤️Comment IF…"
850,Lusaka Zambia,"RT @Zeed1st: 🏄‍♂️Dear Friends

🕺Let's enjoy this Tsunami
🎼Gain f0ll0wers🏃‍♂️

🏂Retweet &amp; like
🍎Follow Me🍏
🙋‍♂️MY follow back💯

❤️Comment IF…"
851,Searching... ,"RT @BhattiGalSun: tsunami :  T is silent

honest :  H is silent

island :  S is silent

Queue :  ueue is silent

Indian army kills Kashmiri…"
852,"orlando, fl | in the front row",make sure you pre-save Tsunami by Aster and ALSO Tsunami by Ivy
853,lasgidi,"RT @Zeed1st: 🏄‍♂️Dear Friends

🕺Let's enjoy this Tsunami
🎼Gain f0ll0wers🏃‍♂️

🏂Retweet &amp; like
🍎Follow Me🍏
🙋‍♂️MY follow back💯

❤️Comment IF…"
854,"Florida, USA",@KarthiWarrier @MIbrahmed @amit_shaaa You are wrong it’s not wave rather Tsunami 😂
855,दिल जान हिंदुस्तान 🇮🇳🇮🇳,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
856,R & D Lab,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
857,Everywhere,"RT @Zeed1st: 🏄‍♂️Dear Friends

🕺Let's enjoy this Tsunami
🎼Gain f0ll0wers🏃‍♂️

🏂Retweet &amp; like
🍎Follow Me🍏
🙋‍♂️MY follow back💯

❤️Comment IF…"
858,Jeddah,"RT @BB_Writes: :
How many unspoken words
have you stashed
inside your ribcage?
Each subject, a matchstick
Each verb, a wave...

Can you ima…"
859,The 5th Dimension,"@SecretNews Except the visions state it's a bomb dropped from a plane which creates the tsunami. 

Makes me wonder… https://t.co/05LUCsHTiR"
860,World Wide,"January 14 - 1907: Jamaica - a 6.5 earthquake damaged nearly every building in Kingston, with fires and a tsunami k… https://t.co/GS8BDozCaP"
861,सरयू किनारेवाला,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
862,Ecuador,"RT @ReAl_Malick: 💚Dear Friends💚

🕺Let's enjoy this Tsunami
🎼Gain f0ll0wers🏃‍♂️

🏂Retweet &amp; like
🍎Follow Me
🙋‍♂️MY follow back💯

💚Comment IF…"
863,WANNA ONE ~ SKZ ~ XUKUN + NONG,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
864,"Virginia, USA",RT @tictoc: Welcome back to the ocean: Rescue workers return turtles to the sea after being stranded inland by a tsunami in Indonesia https…
865,bigbang ❣ exo got7,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
866,"Baldock, England",@HitchinCarl @cliff39354328 @bigknightywhu @JohnEdge60 @CharmaineWHU @JoyboySj @uptonhammer @CHILT51… https://t.co/dyw42sccJp
867,"Khi, Pakistan","RT @BhattiGalSun: tsunami :  T is silent

honest :  H is silent

island :  S is silent

Queue :  ueue is silent

Indian army kills Kashmiri…"
868,"Surat, India","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
869,Malaysia,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
870,Toronto,Is it possible to resurrect civility amid a tsunami of toxicity? This group is trying. :: https://t.co/Lcl8MiSSwu -… https://t.co/LTCtoyQSXD
871,"London, England",RT @aigkenham: So evolutionary scientists are happy to propose a global catastrophe on earth--as long as it's not one that's recorded in th…
872,you did well kjh,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
873,"Hyderabad, India","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
874,भारत,"RT @DiyaMenon6: #WeDemandJenShad cos we wanted #AdiYa to have a proper Suhaag raat and create a Tsunami on IndianTelevision
@mnysha have a…"
875,Aundipatty Theni TN,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
876,Behind you w/ chloroform,"@AdamTrahan @Poligula @Ab_Synthia2 @DrJasonJohnson @guypbenson In the ""tsunami of tstupid"" that is Twitter, this is… https://t.co/ctqsYZcJlG"
877,"Monticello, Kentucky","-GWN GLOBAL NETWORK 
https://t.co/tNaNKtFhMx https://t.co/tNaNKtFhMx"
878,"Ahmadabad City, India","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
879,park subak,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
880,"Seoul, Republic of Korea","RT @got_monberry: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue:…"
881,India,"RT @kissjaebeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: t…"
882,Mumbai,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
883,"New Jersey, USA",@wolfblitzer @realDonaldTrump @SpeakerPelosi Let’s shut down everything for more useless investigations and baseles… https://t.co/5caOmYvU0K
884,हिन्दुस्तान ,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
885,india,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
886,United Kingdom,@MiaMiaMiaKhan the unwavering tsunami of time
887,in your heart ,RT @nsitharaman: On #VeteransDay interacted with veterans and their families in Great Nicobar today. Many live in Joginder Nagar here. Whil…
888,"Jacksonville Beach, FL",RT @sjulietbravo: make sure you pre-save Tsunami by Aster and ALSO Tsunami by Ivy https://t.co/dHecGEP62q
889,"Jacksonville Beach, FL",RT @amariamcgee: here’s a cool vid i made for a cool song that you should presave RIGHT NOW https://t.co/qjpfThRMHw
890,DEBUT SEASON ,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
891,danmark,RT @SussexFriends: I was there this afternoon with David at Speakers Corner. The first words I heard as I entered speakers corner were ‘f**…
892,"Geography, University of Hull",RT @fred_evers: New paper about 'Impulse Wave Runup on Steep to Vertical Slopes' 🌊⛰️@JMSE_MDPI Special Issue 'Tsunami Science and Engineeri…
893,Plum Island,"RT @AsterAndIvy: Pre-Save “Tsunami” now and be the first to hear it when it releases on JAN 25th! 

Pre-Save Link: https://t.co/bhLJiVjVR5…"
